"Agility","multiple_choice","What Agility level is required to use the Varrock Rooftop Course?","25|28|30|35","30","","The Varrock Rooftop Course requires level 30 Agility and gives approximately 14,000 XP per hour."
"Agility","multiple_choice","What Agility level is required to use the Al Kharid Rooftop Course?","15|18|20|25","20","","The Al Kharid Rooftop Course requires level 20 Agility and gives approximately 12,000 XP per hour."
"Agility","multiple_choice","What Agility level is required to enter the Wilderness Agility Course?","48|50|52|55","52","","The Wilderness Agility Course requires level 52 Agility to enter the gates, though the obstacles only require level 49."
"Agility","multiple_choice","What Agility level is required to access the Ape Atoll Agility Course?","44|46|48|50","48","","The Ape Atoll Agility Course requires level 48 Agility and partial completion of Monkey Madness I."
"Agility","multiple_choice","What Agility level is required to enter the Hallowed Sepulchre?","48|50|52|55","52","","The Hallowed Sepulchre requires level 52 Agility to enter and completion of Sins of the Father."
"Agility","multiple_choice","What Agility level is required to access the Prifddinas Agility Course?","70|73|75|78","75","","The Prifddinas Agility Course requires level 75 Agility and completion of Song of the Elves."
"Agility","true_false","The Gnome Stronghold Agility Course requires level 1 Agility.","","true","","The Gnome Stronghold Agility Course is available at level 1 Agility and is the recommended starting course for new players."
"Agility","true_false","The Barbarian Outpost Agility Course requires completion of Alfred Grimhand's Barcrawl.","","true","","The Barbarian Outpost Agility Course requires level 35 Agility and completion of the Alfred Grimhand's Barcrawl miniquest."
"Agility","multiple_choice","What Agility level is required to use the Werewolf Agility Course?","55|58|60|65","60","","The Werewolf Agility Course requires level 60 Agility and completion of Creature of Fenkenstrain, giving up to 69,500 XP per hour."
"Agility","multiple_choice","What Agility level is required to reach Floor 5 of the Hallowed Sepulchre?","82|85|88|92","92","","Floor 5 (the deepest floor) of the Hallowed Sepulchre requires level 92 Agility."
"Agility","free_response","What Agility level is required to use the Agility Pyramid?","","30","30|agility pyramid|level 30","The Agility Pyramid requires level 30 Agility and gives approximately 44,750 XP per hour."
"Agility","multiple_choice","What Agility level is required to stop failing at the Canifis Rooftop Course?","58|60|62|64","64","","Players stop failing obstacles on the Canifis Rooftop Course at level 64 Agility."
"Agility","multiple_choice","What Agility level is required to access the Dorgesh-Kaan Agility Course?","65|68|70|75","70","","The Dorgesh-Kaan Agility Course requires level 70 Agility and completion of Death to the Dorgeshuun."
"Agility","multiple_choice","What Agility level is required to stop failing at the Ardougne Rooftop Course?","92|94|96|98","96","","Players stop failing obstacles on the Ardougne Rooftop Course at level 96 Agility."
"Herblore","multiple_choice","What Herblore level is required to make a prayer potion?","34|36|38|40","38","","Prayer potion requires level 38 Herblore to make, using a ranarr weed and snape grass with an unfinished potion."
"Herblore","multiple_choice","What Herblore level is required to make a super attack potion?","40|43|45|48","45","","Super attack potion requires level 45 Herblore to make using an irit leaf and eye of newt."
"Herblore","multiple_choice","What Herblore level is required to make a super strength potion?","50|53|55|58","55","","Super strength potion requires level 55 Herblore to make using a kwuarm and limpwurt root."
"Herblore","multiple_choice","What Herblore level is required to make a super defence potion?","62|64|66|68","66","","Super defence potion requires level 66 Herblore to make using a cadantine and white berries."
"Herblore","multiple_choice","What Herblore level is required to make an antifire potion?","65|67|69|71","69","","Antifire potion requires level 69 Herblore to make using a lantadyme and dragon scale dust."
"Herblore","multiple_choice","What Herblore level is required to make a super restore potion?","60|63|66|68","63","","Super restore potion requires level 63 Herblore to make using a snapdragon and red spiders' eggs."
"Herblore","multiple_choice","What Herblore level is required to make a ranging potion?","68|70|72|74","72","","Ranging potion requires level 72 Herblore to make using a dwarf weed and wine of zamorak."
"Herblore","multiple_choice","What Herblore level is required to make an attack potion?","1|2|3|5","3","","Attack potion requires level 3 Herblore to make, using a guam leaf and eye of newt."
"Herblore","multiple_choice","What Herblore level is required to make a strength potion?","8|10|12|15","12","","Strength potion requires level 12 Herblore to make using a tarromin and limpwurt root."
"Herblore","multiple_choice","What Herblore level is required to make a defence potion?","26|28|30|32","30","","Defence potion requires level 30 Herblore to make using a harralander and white berries."
"Herblore","multiple_choice","What Herblore level is required to make an antipoison?","3|5|8|10","5","","Antipoison requires level 5 Herblore to make using a marrentill and unicorn horn dust."
"Herblore","multiple_choice","What Herblore level is required to make a superantipoison?","45|48|50|52","48","","Superantipoison requires level 48 Herblore to make using an irit leaf and unicorn horn dust."
"Herblore","multiple_choice","What Herblore level is required to make an energy potion?","22|24|26|28","26","","Energy potion requires level 26 Herblore to make using a harralander and chocolate dust."
"Herblore","true_false","A restore potion requires level 22 Herblore to make.","","true","","Restore potion requires level 22 Herblore to make using a harralander and red spiders' eggs."
"Herblore","true_false","Prayer potion requires ranarr weed as its primary ingredient.","","true","","Prayer potion is made using a ranarr potion (unf) combined with snape grass and requires level 38 Herblore."
"Herblore","multiple_choice","What Herblore level is required to make a super energy potion?","48|50|52|54","52","","Super energy potion requires level 52 Herblore to make using an avantoe and mort myre fungi."
"Herblore","multiple_choice","What Herblore level is required to clean a grimy ranarr weed?","20|23|25|28","25","","Grimy ranarr weed requires level 25 Herblore to clean."
"Herblore","free_response","What Herblore level is required to make an agility potion?","","34","34|agility potion|level 34","Agility potion requires level 34 Herblore to make using a toadflax and toad's legs."
"Herblore","multiple_choice","What Herblore level is required to make a weapon poison+?","70|72|73|75","73","","Weapon poison+ requires level 73 Herblore to make using a cactus spine and red spiders' eggs."
"Herblore","multiple_choice","What Herblore level is required to make a combat potion?","32|34|36|38","36","","Combat potion requires level 36 Herblore to make using a harralander and goat horn dust."
"Thieving","multiple_choice","What Thieving level is required to pickpocket a master farmer?","33|36|38|40","38","","Master farmers require level 38 Thieving to pickpocket and are a popular source of seeds for farming."
"Thieving","multiple_choice","What Thieving level is required to pickpocket a knight of Ardougne?","50|53|55|58","55","","Knights of Ardougne require level 55 Thieving and can be repeatedly stunned in a single room for efficient XP."
"Thieving","multiple_choice","What Thieving level is required to pickpocket an elf?","80|83|85|88","85","","Elves in Prifddinas require level 85 Thieving and give 353.3 XP per successful pickpocket."
"Thieving","multiple_choice","What Thieving level is required to pickpocket a hero?","75|78|80|83","80","","Heroes require level 80 Thieving to pickpocket and give 163.3 XP each."
"Thieving","multiple_choice","What Thieving level is required to pickpocket a paladin?","65|68|70|73","70","","Paladins require level 70 Thieving to pickpocket and give 131.8 XP each."
"Thieving","multiple_choice","What Thieving level is required to steal from a gem stall?","70|73|75|78","75","","Gem stalls require level 75 Thieving to steal from and give 408 XP per theft in most locations."
"Thieving","multiple_choice","What Thieving level is required to steal from a silk stall?","15|18|20|22","20","","Silk stalls require level 20 Thieving to steal from and give 24 XP each."
"Thieving","multiple_choice","What Thieving level is required to steal from a fur stall?","30|33|35|38","35","","Fur stalls require level 35 Thieving to steal from and give 45 XP each."
"Thieving","multiple_choice","What Thieving level is required to pickpocket a TzHaar-Hur?","85|88|90|92","90","","TzHaar-Hur require level 90 Thieving to pickpocket and give 103.4 XP each."
"Thieving","multiple_choice","What Thieving level is required to pickpocket a guard?","35|38|40|43","40","","Guards require level 40 Thieving to pickpocket and give 46.8 XP each."
"Thieving","multiple_choice","What Thieving level is required to open the Rogues' Castle chest?","80|82|84|86","84","","The Rogues' Castle chest requires level 84 Thieving and gives 701.7 XP when successfully looted."
"Thieving","multiple_choice","What Thieving level is required to steal from a scimitar stall?","60|63|65|68","65","","Scimitar stalls require level 65 Thieving to steal from and give 210 XP per theft."
"Thieving","true_false","Pickpocketing a man or woman requires level 1 Thieving.","","true","","Men and women can be pickpocketed at level 1 Thieving giving 8 XP each and reaching 100% success at level 85."
"Thieving","true_false","The Yanille Dungeon Door requires a lockpick to open.","","true","","The Yanille Dungeon Door requires level 82 Thieving and a lockpick to open."
